songId	title	author	category	key	beat	version
LSEB_491	491. Di Rumah	Jacob Breiter				Lagu Sion Edisi Lengkap (LSEB)
LSEB_492	492. Kasih-Mu Allah	Dorothy Blomfield Gurney				Lagu Sion Edisi Lengkap (LSEB)
LSEB_493	493. Doa Ibu	W. Van De Venter				Lagu Sion Edisi Lengkap (LSEB)
LSEB_494	494. Di Dalam Sengsara Dan Keluhanku	John Howard Payne				Lagu Sion Edisi Lengkap (LSEB)
LSEB_495	495. Sungguh Senang Hatiku	A. H. Ackley				Lagu Sion Edisi Lengkap (LSEB)
LSEB_496	496. Yesus Sahabat Terindah	Joseph Scriven				Lagu Sion Edisi Lengkap (LSEB)
LSEB_497	497. Mari Puji Raja Surga	Henry Francis Lyle				Lagu Sion Edisi Lengkap (LSEB)
LSEB_498	498. Pemuda S’Kalian	C. Harold Lowden				Lagu Sion Edisi Lengkap (LSEB)
LSEB_499	499. T’Rang Dari Surga	Charles E. Fuller				Lagu Sion Edisi Lengkap (LSEB)
LSEB_500	500. Pemuda, Majulah	A. W. Spalding				Lagu Sion Edisi Lengkap (LSEB)
LSEB_501	501. Kumpulan Orang Muda	C. Lester Bond				Lagu Sion Edisi Lengkap (LSEB)
LSEB_502	502. Kar’Na Allah Kasih	C. Austin Miles				Lagu Sion Edisi Lengkap (LSEB)
LSEB_503	503. Pandu-Pandu	Henry T. Bergh				Lagu Sion Edisi Lengkap (LSEB)
LSEB_504	504. Tiada Sahabat Seperti Yesus	Johnson Oatman				Lagu Sion Edisi Lengkap (LSEB)
LSEB_505	505. Kita Maju Bersama	John H. Hancock				Lagu Sion Edisi Lengkap (LSEB)
LSEB_506	506. Semua Orang Harus Tau	Harry Dicxon Loes				Lagu Sion Edisi Lengkap (LSEB)
LSEB_507	507. Ku Ta’U Nama Yesus Terindah	Lela Long				Lagu Sion Edisi Lengkap (LSEB)
LSEB_508	508. Tuhan B’Ri Kami Setia S’Lalu	Henry de Fluiter				Lagu Sion Edisi Lengkap (LSEB)
LSEB_509	509. Dalam Hati	Harry D. Clarke				Lagu Sion Edisi Lengkap (LSEB)
LSEB_510	510. Lebar S’Perti Lautan	C. Austin Miles				Lagu Sion Edisi Lengkap (LSEB)
LSEB_511	511. Ajaib Engkau, Ya Yesus	Benyamin A. Baur				Lagu Sion Edisi Lengkap (LSEB)
LSEB_512	512. Apa Yang Dunia Perlu	Benjamin A. Baur				Lagu Sion Edisi Lengkap (LSEB)
LSEB_513	513. Sabat Diciptakan Allah	Isaac Watts				Lagu Sion Edisi Lengkap (LSEB)
LSEB_514	514. Kami Persembahkan Berkat-Mu	William Walsham How				Lagu Sion Edisi Lengkap (LSEB)
LSEB_515	515. Tuhan Ada Dalam Bait Allah	George F. Root				Lagu Sion Edisi Lengkap (LSEB)
LSEB_516	516. Dengar Ya Tuhan	George Whelpton				Lagu Sion Edisi Lengkap (LSEB)
LSEB_517	517. Dengar Ya Tuhan Kami Berdoa	Frederick A. Jackson				Lagu Sion Edisi Lengkap (LSEB)
LSEB_518	518. Sucilah Tuhan	John Philip Neuman				Lagu Sion Edisi Lengkap (LSEB)
LSEB_519	519. Tuhan Memberkati Dan Melindungimu	Peter C. Lutkin				Lagu Sion Edisi Lengkap (LSEB)
LSEB_520	520. Sekarang Ya Tuhan	Ralph Carmichael				Lagu Sion Edisi Lengkap (LSEB)
LSEB_521	521. Kiranya Allah Dalam Pikiranku	Sarum Primer				Lagu Sion Edisi Lengkap (LSEB)
LSEB_522	522. Curahkan Berkat-Mu Ya Tuhan	L. E. Froom				Lagu Sion Edisi Lengkap (LSEB)
LSEB_523	523. Tuhan Dengar Doa Kami	Felix Mendelssohn				Lagu Sion Edisi Lengkap (LSEB)
LSEB_524	524. Datanglah Ya Roh Allah	Daniel Iverson				Lagu Sion Edisi Lengkap (LSEB)
LSEB_525	525. Masyhurkan Karunia-Nya	Bruce Ashton				Lagu Sion Edisi Lengkap (LSEB)
LSEB_1787129577065	Misi Kita	Jader Santos Diterjemahkan oleh Pdt. J. A. Mamahit	LAGU TEMA 2026			Lagu Sion Edisi Lengkap (LSEB)
LSEB_1787130029834	Misi Kita	Santoso Supadi	LAGU TEMA ANAK 2026			Lagu Sion Edisi Lengkap (LSEB)
